Protein,Gene,Description,log2FC,pvalue,adj.pvalue,Status
Q8N2G8,GHDC,GH3 domain containing,-0.134063199330315,0.560953893686305,0.999774437519936,Not Significant
Q8N2K0,ABHD12,"abhydrolase domain containing 12, lysophospholipase",-0.0320024937853912,0.892934226269569,0.999774437519936,Not Significant
Q8N2M4,TMEM86A,transmembrane protein 86A,0.24562565107095,0.186825253263746,0.999774437519936,Not Significant
Q8N2U0,TMEM256,transmembrane protein 256,-0.426766884018901,0.132549579592093,0.999774437519936,Not Significant
Q8N2U9,SLC66A2,solute carrier family 66 member 2,-0.28420680344196,0.394163008245248,0.999774437519936,Not Significant
Q8N2W9,PIAS4,protein inhibitor of activated STAT 4,-0.467853766749707,0.296149509422429,0.999774437519936,Not Significant
Q8N302,AGGF1,angiogenic factor with G-patch and FHA domains 1,0.31597314541642,0.299485105642954,0.999774437519936,Not Significant
Q8N335,GPD1L,glycerol-3-phosphate dehydrogenase 1 like,-0.303238113235833,0.138439711342344,0.999774437519936,Not Significant
Q8N357,SLC35F6,solute carrier family 35 member F6,0.758452061437568,0.0192661588952445,0.999774437519936,Not Significant
Q8N371,KDM8,lysine demethylase 8,0.550099986705886,0.0475311079668415,0.999774437519936,Not Significant
Q8N386,LRRC25,leucine rich repeat containing 25,-0.92942715697219,0.0582961195976921,0.999774437519936,Not Significant
Q8N392,ARHGAP18,Rho GTPase activating protein 18,0.204174161399616,0.270874943478018,0.999774437519936,Not Significant
Q8N3C0,ASCC3,activating signal cointegrator 1 complex subunit 3,-0.230915502761058,0.373271548680816,0.999774437519936,Not Significant
Q8N3D4,EHBP1L1,EH domain binding protein 1 like 1,0.125192902427611,0.437179355123236,0.999774437519936,Not Significant
Q8N3F8,MICALL1,MICAL like 1,-0.850548913478635,0.0293687568748355,0.999774437519936,Not Significant
Q8N3J5,PPM1K,"protein phosphatase, Mg2+/Mn2+ dependent 1K",0.586101437779326,0.172079858143886,0.999774437519936,Not Significant
Q8N3P4,VPS8,VPS8 subunit of CORVET complex,0.0220181459029811,0.924769756206911,0.999774437519936,Not Significant
Q8N3U4,STAG2,STAG2 cohesin complex component,-0.145642688650353,0.564058237369208,0.999774437519936,Not Significant
Q8N3X1,FNBP4,formin binding protein 4,-0.140347106608065,0.55462459071652,0.999774437519936,Not Significant
Q8N3Y7,SDR16C5,short chain dehydrogenase/reductase family 16C member 5,-0.931330703990863,0.43400830789585,0.999774437519936,Not Significant
Q8N423,LILRB2,leukocyte immunoglobulin like receptor B2,-2.03684603643061,0.00266421252683946,0.999774437519936,Not Significant
Q8N442,GUF1,GTP binding elongation factor GUF1,0.0621033427426213,0.858285962196814,0.999774437519936,Not Significant
Q8N465,D2HGDH,D-2-hydroxyglutarate dehydrogenase,-0.119829332386562,0.705473918763841,0.999774437519936,Not Significant
Q8N490,PNKD,PNKD metallo-beta-lactamase domain containing,0.138729399807703,0.660225767496075,0.999774437519936,Not Significant
Q8N4A0,GALNT4,polypeptide N-acetylgalactosaminyltransferase 4,0.108762399044947,0.801093934010446,0.999774437519936,Not Significant
Q8N4C6,NIN,ninein,0.143800639060468,0.613720348261278,0.999774437519936,Not Significant
Q8N4C8,MINK1,misshapen like kinase 1,0.0313752907828724,0.86466829305451,0.999774437519936,Not Significant
Q8N4J0,CARNMT1,carnosine N-methyltransferase 1,0.246337418502755,0.335736247568321,0.999774437519936,Not Significant
Q8N4N3,KLHL36,kelch like family member 36,0.0372752171961838,0.802239900204122,0.999774437519936,Not Significant
Q8N4P3,HDDC3,HD domain containing 3,-0.633515068597513,0.387435164623516,0.999774437519936,Not Significant
Q8N4Q0,PTGR3,prostaglandin reductase 3,0.0135361313536801,0.964428528553257,0.999774437519936,Not Significant
Q8N4S0,CCDC82,coiled-coil domain containing 82,0.11304062624196,0.409198898638715,0.999774437519936,Not Significant
Q8N4T8,CBR4,carbonyl reductase 4,-0.0236574905899752,0.899377304679811,0.999774437519936,Not Significant
Q8N4V1,MMGT1,membrane magnesium transporter 1,-0.0637558035616823,0.916908198023245,0.999774437519936,Not Significant
Q8N4Z0,RAB42,"RAB42, member RAS oncogene family",-0.492204594459186,0.16430112826121,0.999774437519936,Not Significant
Q8N511,VMA12,vacuolar ATPase assembly factor VMA12,1.07131928749513,0.0010763723802274,0.999774437519936,Not Significant
Q8N531,FBXL6,F-box and leucine rich repeat protein 6,-0.159998449645091,0.635686241999995,0.999774437519936,Not Significant
Q8N543,OGFOD1,2-oxoglutarate and iron dependent oxygenase domain containing 1,0.280260012409974,0.325681444638096,0.999774437519936,Not Significant
Q8N554,ZNF276,zinc finger protein 276,0.0853876444821385,0.569967748607366,0.999774437519936,Not Significant
Q8N568,DCLK2,doublecortin like kinase 2,0.288024683917207,0.587891348619913,0.999774437519936,Not Significant
Q8N573,OXR1,oxidation resistance 1,-0.0220737687625746,0.910483375365281,0.999774437519936,Not Significant
Q8N594,MPND,MPN domain containing,-0.134522607963785,0.46969677353694,0.999774437519936,Not Significant
Q8N5A5,ZGPAT,zinc finger CCCH-type and G-patch domain containing,0.0271242242054732,0.809115276139733,0.999774437519936,Not Significant
Q8N5B7,CERS5,ceramide synthase 5,0.148578365307983,0.593951855059545,0.999774437519936,Not Significant
Q8N5C6,SRBD1,S1 RNA binding domain 1,0.143286468530194,0.549038610685955,0.999774437519936,Not Significant
Q8N5F7,NKAP,NFKB activating protein,-0.328947362639595,0.357516425985039,0.999774437519936,Not Significant
Q8N5G2,MACO1,macoilin 1,0.124856608315304,0.57848873962521,0.999774437519936,Not Significant
Q8N5I2,ARRDC1,arrestin domain containing 1,0.128729274387349,0.182836278252905,0.999774437519936,Not Significant
Q8N5I4,DHRSX,dehydrogenase/reductase X-linked,-0.16055275625668,0.74116878337291,0.999774437519936,Not Significant
Q8N5J2,MINDY1,MINDY lysine 48 deubiquitinase 1,0.774191683676203,0.372392954466572,0.999774437519936,Not Significant
Q8N5K1,CISD2,CDGSH iron sulfur domain 2,0.0586206385339377,0.793933268608049,0.999774437519936,Not Significant
Q8N5M1,ATPAF2,ATP synthase mitochondrial F1 complex assembly factor 2,-0.329654575307307,0.570027338912202,0.999774437519936,Not Significant
Q8N5M4,TTC9C,tetratricopeptide repeat domain 9C,0.0499100233407991,0.913402168470375,0.999774437519936,Not Significant
Q8N5N7,MRPL50,mitochondrial ribosomal protein L50,-0.414749937171383,0.425876206689629,0.999774437519936,Not Significant
Q8N5Y2,MSL3,MSL complex subunit 3,0.106747329988764,0.793325312264529,0.999774437519936,Not Significant
Q8N5Y8,PARP16,poly(ADP-ribose) polymerase family member 16,-0.352226479974037,0.617957655829442,0.999774437519936,Not Significant
Q8N668,COMMD1,copper metabolism domain containing 1,-0.487194847279273,0.372303597393164,0.999774437519936,Not Significant
Q8N680,ZBTB2,zinc finger and BTB domain containing 2,-0.189483853729569,0.495220388358676,0.999774437519936,Not Significant
Q8N684,CPSF7,cleavage and polyadenylation specific factor 7,0.273865745231555,0.341427501337821,0.999774437519936,Not Significant
Q8N697,SLC15A4,solute carrier family 15 member 4,-1.00392989458439,0.220083109873803,0.999774437519936,Not Significant
Q8N6H7,ARFGAP2,ARF GTPase activating protein 2,-0.0128881424649152,0.943586093660879,0.999774437519936,Not Significant
Q8N6L1,KRTCAP2,keratinocyte associated protein 2,0.0656078697152237,0.815944905826981,0.999774437519936,Not Significant
Q8N6M0,OTUD6B,OTU deubiquitinase 6B,-0.252838950322036,0.362586564709345,0.999774437519936,Not Significant
Q8N6N3,C1orf52,chromosome 1 open reading frame 52,-0.239273697084874,0.107620887802138,0.999774437519936,Not Significant
Q8N6R0,METTL13,"methyltransferase 13, eEF1A N-terminus and K55",0.0612553012816023,0.831855416169359,0.999774437519936,Not Significant
Q8N6S5,ARL6IP6,ARF like GTPase 6 interacting protein 6,-0.0507156250894917,0.881512108052539,0.999774437519936,Not Significant
Q8N6T3,ARFGAP1,ARF GTPase activating protein 1,0.171658069841872,0.338324218605192,0.999774437519936,Not Significant
Q8N6T7,SIRT6,sirtuin 6,0.420468868111797,0.300265070563037,0.999774437519936,Not Significant
Q8N720,ZNF655,zinc finger protein 655,-0.136230966087959,0.713342984874786,0.999774437519936,Not Significant
Q8N766,EMC1,ER membrane protein complex subunit 1,-0.113137168083907,0.660278420493395,0.999774437519936,Not Significant
Q8N806,UBR7,ubiquitin protein ligase E3 component n-recognin 7,0.395827811017455,0.106602456785401,0.999774437519936,Not Significant
Q8N884,CGAS,cyclic GMP-AMP synthase,-0.0193663561174108,0.964954905773078,0.999774437519936,Not Significant
Q8N8A2,ANKRD44,ankyrin repeat domain 44,0.0430965232176787,0.653267741100913,0.999774437519936,Not Significant
Q8N8A6,DDX51,DEAD-box helicase 51,0.0835151601699511,0.705136266901602,0.999774437519936,Not Significant
Q8N8D1,PDCD7,programmed cell death 7,-0.0393824058390548,0.948622957415488,0.999774437519936,Not Significant
Q8N8J7,FAM241A,family with sequence similarity 241 member A,-0.199865650285654,0.710053083642367,0.999774437519936,Not Significant
Q8N8N7,PTGR2,prostaglandin reductase 2,0.15239320618355,0.296589216860345,0.999774437519936,Not Significant
Q8N8Q8,COX18,cytochrome c oxidase assembly factor COX18,0.310140078969548,0.70567077026971,0.999774437519936,Not Significant
Q8N8R3,SLC25A29,solute carrier family 25 member 29,0.0833853224775635,0.769257605473607,0.999774437519936,Not Significant
Q8N8R5,C2orf69,chromosome 2 open reading frame 69,-0.222284540163623,0.680151994963832,0.999774437519936,Not Significant
Q8N8R7,ARL14EP,ARF like GTPase 14 effector protein,-0.152823416878593,0.332756470184302,0.999774437519936,Not Significant
Q8N954,GPATCH11,G-patch domain containing 11,0.123887230102063,0.82787582563817,0.999774437519936,Not Significant
Q8N960,CEP120,centrosomal protein 120,0.0930829259967696,0.656411708055523,0.999774437519936,Not Significant
Q8N983,MRPL43,mitochondrial ribosomal protein L43,-0.398458198550852,0.235648319589064,0.999774437519936,Not Significant
Q8N9C0,IGSF22,immunoglobulin superfamily member 22,-0.359639231026844,0.570227922070633,0.999774437519936,Not Significant
Q8N9F7,GDPD1,glycerophosphodiester phosphodiesterase domain containing 1,-0.303805684192784,0.458228974699637,0.999774437519936,Not Significant
Q8N9I0,SYT2,synaptotagmin 2,0.479344751258572,0.551811686551288,0.999774437519936,Not Significant
Q8N9M1,C19orf47,chromosome 19 open reading frame 47,0.0512510918561665,0.874172106569601,0.999774437519936,Not Significant
Q8N9N2,ASCC1,activating signal cointegrator 1 complex subunit 1,-0.0318889344623257,0.890783028955927,0.999774437519936,Not Significant
Q8N9N7,LRRC57,leucine rich repeat containing 57,-0.395264352556983,0.0911169623097532,0.999774437519936,Not Significant
Q8N9N8,EIF1AD,eukaryotic translation initiation factor 1A domain containing,-0.11735042833508,0.722074955297257,0.999774437519936,Not Significant
Q8N9T8,KRI1,KRI1 homolog,0.018359745939908,0.95796239952431,0.999774437519936,Not Significant
Q8N9V3,WDSUB1,"WD repeat, sterile alpha motif and U-box domain containing 1",-0.143645406486949,0.626347562556648,0.999774437519936,Not Significant
Q8N9Z2,CCDC71L,coiled-coil domain containing 71 like,-0.0024877953860587,0.993948809362341,0.999774437519936,Not Significant
Q8NA72,POC5,POC5 centriolar protein,0.269717006790823,0.286715337670487,0.999774437519936,Not Significant
Q8NAF0,ZNF579,zinc finger protein 579,0.490501671947838,0.0777774957442112,0.999774437519936,Not Significant
Q8NAP3,ZBTB38,zinc finger and BTB domain containing 38,0.857405881580602,0.0307379487853143,0.999774437519936,Not Significant
Q8NAP8,ZBTB8B,zinc finger and BTB domain containing 8B,1.88269956893269,0.0398938870417516,0.999774437519936,Not Significant
Q8NAT1,POMGNT2,"protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-)",0.15359786179531,0.745205624938035,0.999774437519936,Not Significant
Q8NAV1,PRPF38A,pre-mRNA processing factor 38A,-0.165262043851086,0.742433137494479,0.999774437519936,Not Significant
Q8NB15,ZNF511,zinc finger protein 511,-0.91601909856686,0.046479122395461,0.999774437519936,Not Significant
Q8NB16,MLKL,mixed lineage kinase domain like pseudokinase,0.159600156300301,0.509152903180708,0.999774437519936,Not Significant
Q8NB37,GATD1,glutamine amidotransferase class 1 domain containing 1,-0.0677586029723069,0.687200295290569,0.999774437519936,Not Significant
Q8NB49,ATP11C,ATPase phospholipid transporting 11C (ATP11C blood group),0.162147710248611,0.609636654948622,0.999774437519936,Not Significant
Q8NB78,KDM1B,lysine demethylase 1B,0.0902214187928441,0.771046792316238,0.999774437519936,Not Significant
Q8NB90,AFG2A,AAA ATPase AFG2A,-0.0432690741356822,0.888948185829896,0.999774437519936,Not Significant
Q8NBA8,DTWD2,DTW motif tRNA-uridine aminocarboxypropyltransferase 2,0.0197582415771997,0.970624277923251,0.999774437519936,Not Significant
Q8NBF2,NHLRC2,NHL repeat containing 2,-0.105690197841411,0.563505087216488,0.999774437519936,Not Significant
Q8NBF6,AVL9,AVL9 cell migration associated,0.063884239805544,0.952336011237381,0.999774437519936,Not Significant
Q8NBI2,CYB561A3,cytochrome b561 family member A3,0.0456832301833935,0.892916667282255,0.999774437519936,Not Significant
Q8NBI6,XXYLT1,xyloside xylosyltransferase 1,-0.101014982436559,0.835528530747728,0.999774437519936,Not Significant
Q8NBJ4,GOLM1,golgi membrane protein 1,-0.0386585415362342,0.929922031644245,0.999774437519936,Not Significant
Q8NBJ5,COLGALT1,collagen beta(1-O)galactosyltransferase 1,0.0378302876514936,0.831249467869532,0.999774437519936,Not Significant
Q8NBJ7,SUMF2,sulfatase modifying factor 2,-0.119931029466551,0.656396856614479,0.999774437519936,Not Significant
Q8NBK3,SUMF1,sulfatase modifying factor 1,0.352178343742704,0.204340764388271,0.999774437519936,Not Significant
Q8NBL1,POGLUT1,protein O-glucosyltransferase 1,0.140000058961767,0.48060206178391,0.999774437519936,Not Significant
Q8NBM4,UBAC2,UBA domain containing 2,0.293186049824068,0.437216710581566,0.999774437519936,Not Significant
Q8NBM8,PCYOX1L,prenylcysteine oxidase 1 like,0.180673212654985,0.463162611985136,0.999774437519936,Not Significant
Q8NBN3,TMEM87A,transmembrane protein 87A,0.157797790904908,0.410843039904164,0.999774437519936,Not Significant
Q8NBN7,RDH13,retinol dehydrogenase 13,-0.0194170720644697,0.942562041639644,0.999774437519936,Not Significant
Q8NBQ5,HSD17B11,hydroxysteroid 17-beta dehydrogenase 11,0.119157375106468,0.666235995060423,0.999774437519936,Not Significant
Q8NBR6,MINDY2,MINDY lysine 48 deubiquitinase 2,0.389894034268626,0.478920430442471,0.999774437519936,Not Significant
Q8NBS9,TXNDC5,thioredoxin domain containing 5,0.0548360627497868,0.709103234693656,0.999774437519936,Not Significant
Q8NBX0,SCCPDH,saccharopine dehydrogenase (putative),-0.0630785370052465,0.833263075357252,0.999774437519936,Not Significant
Q8NBZ0,INO80E,INO80 complex subunit E,-0.227766340560712,0.698050889889744,0.999774437519936,Not Significant
Q8NC44,RETREG2,reticulophagy regulator family member 2,-0.206379048118821,0.646378612373805,0.999774437519936,Not Significant
Q8NC51,SERBP1,SERPINE1 mRNA binding protein 1,-0.159870195285478,0.351505875102782,0.999774437519936,Not Significant
Q8NC56,LEMD2,LEM domain nuclear envelope protein 2,0.188777058671248,0.451629356349751,0.999774437519936,Not Significant
Q8NC96,NECAP1,NECAP endocytosis associated 1,-0.288740944460219,0.502599503537459,0.999774437519936,Not Significant
Q8NCA5,FAM98A,family with sequence similarity 98 member A,-0.350665855932335,0.520579172915798,0.999774437519936,Not Significant
Q8NCC3,PLA2G15,phospholipase A2 group XV,0.361490957751759,0.406541400276152,0.999774437519936,Not Significant
Q8NCE0,TSEN2,tRNA splicing endonuclease subunit 2,0.397758421222566,0.346109800864888,0.999774437519936,Not Significant
Q8NCE2,MTMR14,myotubularin related protein 14,-0.202213257783341,0.489803343656889,0.999774437519936,Not Significant
Q8NCF5,NFATC2IP,nuclear factor of activated T cells 2 interacting protein,0.0959414388755736,0.628971915033729,0.999774437519936,Not Significant
Q8NCG7,DAGLB,diacylglycerol lipase beta,0.0495242917265422,0.780028822980949,0.999774437519936,Not Significant
Q8NCH0,CHST14,carbohydrate sulfotransferase 14,-0.807182240135925,0.408625171600406,0.999774437519936,Not Significant
Q8NCL4,GALNT6,polypeptide N-acetylgalactosaminyltransferase 6,0.623871737410444,0.22932752638804,0.999774437519936,Not Significant
Q8NCN2,ZBTB34,zinc finger and BTB domain containing 34,-0.231518969339084,0.40505967722789,0.999774437519936,Not Significant
Q8NCN4,RNF169,ring finger protein 169,0.161162783931684,0.677606867282085,0.999774437519936,Not Significant
Q8NCN5,PDPR,pyruvate dehydrogenase phosphatase regulatory subunit,-0.0187275693386669,0.936957711157787,0.999774437519936,Not Significant
Q8NCS4,TMEM35B,transmembrane protein 35B,-0.203830546435636,0.41152086134186,0.999774437519936,Not Significant
Q8NCW5,NAXE,NAD(P)HX epimerase,-0.517999482638014,0.223615502735533,0.999774437519936,Not Significant
Q8ND04,SMG8,SMG8 nonsense mediated mRNA decay factor,0.70153898682638,0.0571189223436091,0.999774437519936,Not Significant
Q8ND24,RNF214,ring finger protein 214,-0.0596625365942877,0.855870989334845,0.999774437519936,Not Significant
Q8ND30,PPFIBP2,PPFIB scaffold protein 2,-0.0587614695659793,0.813099843316625,0.999774437519936,Not Significant
Q8ND56,LSM14A,LSM14A mRNA processing body assembly factor,0.0532358374654838,0.746830586852349,0.999774437519936,Not Significant
Q8ND71,GIMAP8,"GTPase, IMAP family member 8",-0.0423246299509323,0.743652235856305,0.999774437519936,Not Significant
Q8ND82,ZNF280C,zinc finger protein 280C,-0.192000044045614,0.480238185861912,0.999774437519936,Not Significant
Q8NDA8,MROH1,maestro heat like repeat family member 1,0.122714918267152,0.395594016243278,0.999774437519936,Not Significant
Q8NDF8,TENT4B,terminal nucleotidyltransferase 4B,0.238596178193094,0.558071555969765,0.999774437519936,Not Significant
Q8NDH3,NPEPL1,aminopeptidase like 1,-0.181456835416149,0.355314523303786,0.999774437519936,Not Significant
Q8NDT2,RBM15B,RNA binding motif protein 15B,0.512731436002653,0.0825125456622322,0.999774437519936,Not Significant
Q8NDX1,PSD4,pleckstrin and Sec7 domain containing 4,0.100226312217217,0.827795026367501,0.999774437519936,Not Significant
Q8NDX5,PHC3,polyhomeotic homolog 3,0.043973469867601,0.86678718221866,0.999774437519936,Not Significant
Q8NDX6,ZNF740,zinc finger protein 740,0.1294653911444,0.749397159641525,0.999774437519936,Not Significant
Q8NDZ2,SIMC1,SUMO interacting motifs containing 1,0.139255868081818,0.532632410692854,0.999774437519936,Not Significant
Q8NDZ4,DIPK2A,divergent protein kinase domain 2A,-0.219756986251383,0.405250689664195,0.999774437519936,Not Significant
Q8NE01,CNNM3,cyclin and CBS domain divalent metal cation transport mediator 3,0.397464532507181,0.519761785416071,0.999774437519936,Not Significant
Q8NE62,CHDH,choline dehydrogenase,0.055323928043224,0.887642388810128,0.999774437519936,Not Significant
Q8NE71,ABCF1,ATP binding cassette subfamily F member 1,0.0238129533453317,0.890301002529845,0.999774437519936,Not Significant
Q8NE86,MCU,mitochondrial calcium uniporter,-0.411650233901513,0.486487087513955,0.999774437519936,Not Significant
Q8NEB9,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3,0.438455620861806,0.0604521379446514,0.999774437519936,Not Significant
Q8NEC7,GSTCD,glutathione S-transferase C-terminal domain containing,-0.0492444939018594,0.816235338828705,0.999774437519936,Not Significant
Q8NEF9,SRFBP1,serum response factor binding protein 1,0.191321090442675,0.302379327311922,0.999774437519936,Not Significant
Q8NEJ9,NGDN,neuroguidin,-0.287538087871835,0.307062558037478,0.999774437519936,Not Significant
Q8NEL9,DDHD1,DDHD domain containing 1,-0.169134222929261,0.802085717716507,0.999774437519936,Not Significant
Q8NEM7,SUPT20H,"SPT20 homolog, SAGA complex component",0.306539745041699,0.542437597810199,0.999774437519936,Not Significant
Q8NEN9,PDZD8,PDZ domain containing 8,0.469769368183023,0.50719436955232,0.999774437519936,Not Significant
Q8NET5,NFAM1,NFAT activating protein with ITAM motif 1,-0.172561939403306,0.682870774381803,0.999774437519936,Not Significant
Q8NEU8,APPL2,"adaptor protein, phosphotyrosine interacting with PH domain and leucine zipper 2",0.177342286721224,0.313760560981955,0.999774437519936,Not Significant
Q8NEW0,SLC30A7,solute carrier family 30 member 7,0.246729406739126,0.643530952336867,0.999774437519936,Not Significant
Q8NEX9,SDR9C7,short chain dehydrogenase/reductase family 9C member 7,-0.828002684304922,0.226331199857778,0.999774437519936,Not Significant
Q8NEY1,NAV1,neuron navigator 1,0.218661074071212,0.548923787991953,0.999774437519936,Not Significant
Q8NEY4,ATP6V1C2,ATPase H+ transporting V1 subunit C2,0.996472312015971,0.249845082582537,0.999774437519936,Not Significant
Q8NEY8,PPHLN1,periphilin 1,-0.156771540173087,0.621878229660955,0.999774437519936,Not Significant
Q8NEZ2,VPS37A,VPS37A subunit of ESCRT-I,-0.0672025873183778,0.888711582470748,0.999774437519936,Not Significant
Q8NEZ4,KMT2C,lysine methyltransferase 2C,-0.11306979518957,0.756094727788863,0.999774437519936,Not Significant
Q8NEZ5,FBXO22,F-box protein 22,0.0450105388302502,0.865442844487888,0.999774437519936,Not Significant
Q8NF37,LPCAT1,lysophosphatidylcholine acyltransferase 1,0.0938126082397108,0.828918314775409,0.999774437519936,Not Significant
Q8NF50,DOCK8,dedicator of cytokinesis 8,-0.0282717149305292,0.875976922534917,0.999774437519936,Not Significant
Q8NF64,ZMIZ2,zinc finger MIZ-type containing 2,0.336700129980546,0.330723713427785,0.999774437519936,Not Significant
Q8NF91,SYNE1,spectrin repeat containing nuclear envelope protein 1,0.112296605456127,0.566580160059086,0.999774437519936,Not Significant
Q8NF99,ZNF397,zinc finger protein 397,0.00895104970152905,0.961380661567203,0.999774437519936,Not Significant
Q8NFC6,BOD1L1,biorientation of chromosomes in cell division 1 like 1,0.0402250928422788,0.795918253230123,0.999774437519936,Not Significant
Q8NFD5,ARID1B,AT-rich interaction domain 1B,-0.0895998313121901,0.428760786678431,0.999774437519936,Not Significant
Q8NFF5,FLAD1,flavin adenine dinucleotide synthetase 1,-0.0220840136486695,0.93188169448425,0.999774437519936,Not Significant
Q8NFG4,FLCN,folliculin,0.0796446043135786,0.860158101346115,0.999774437519936,Not Significant
Q8NFH3,NUP43,nucleoporin 43,0.28704713561642,0.371772558073218,0.999774437519936,Not Significant
Q8NFH4,NUP37,nucleoporin 37,-0.0204744085622883,0.909559535753912,0.999774437519936,Not Significant
Q8NFH5,NUP35,nucleoporin 35,-0.37789609202676,0.220668463305755,0.999774437519936,Not Significant
Q8NFH8,REPS2,RALBP1 associated Eps domain containing 2,-0.19523824726291,0.509491033126525,0.999774437519936,Not Significant
Q8NFI3,ENGASE,endo-beta-N-acetylglucosaminidase,0.162511540141058,0.337075227949664,0.999774437519936,Not Significant
Q8NFQ8,TOR1AIP2,torsin 1A interacting protein 2,-0.322951283202381,0.265833197641181,0.999774437519936,Not Significant
Q8NFU5,IPMK,inositol polyphosphate multikinase,-0.29238298368298,0.257255798115232,0.999774437519936,Not Significant
Q8NFV4,ABHD11,abhydrolase domain containing 11,-0.353627568032953,0.484804472006931,0.999774437519936,Not Significant
Q8NFW8,CMAS,cytidine monophosphate N-acetylneuraminic acid synthetase,0.13679842357722,0.417003531060821,0.999774437519936,Not Significant
Q8NFY4,SEMA6D,semaphorin 6D,0.34564829474242,0.714039008433055,0.999774437519936,Not Significant
Q8NFZ0,FBH1,F-box DNA helicase 1,0.248298286562604,0.158681267796058,0.999774437519936,Not Significant
Q8NG11,TSPAN14,tetraspanin 14,-0.223849353225379,0.53087376243544,0.999774437519936,Not Significant
Q8NG27,PJA1,praja ring finger ubiquitin ligase 1,0.612293516421369,0.0424929765802911,0.999774437519936,Not Significant
Q8NH57,OR52P1,olfactory receptor family 52 subfamily P member 1 (gene/pseudogene),-0.354147471830367,0.395840116933912,0.999774437519936,Not Significant
Q8NHG8,ZNRF2,zinc and ring finger 2,-0.600404150830006,0.465307294255891,0.999774437519936,Not Significant
Q8NHH9,ATL2,atlastin GTPase 2,1.13794110531422,0.365526650631872,0.999774437519936,Not Significant
Q8NHL6,LILRB1,leukocyte immunoglobulin like receptor B1,-0.106864864483129,0.664636391698498,0.999774437519936,Not Significant
Q8NHM5,KDM2B,lysine demethylase 2B,-0.103440382263646,0.735892180573796,0.999774437519936,Not Significant
Q8NHP6,MOSPD2,motile sperm domain containing 2,0.284271500337947,0.398548318226099,0.999774437519936,Not Significant
Q8NHP8,PLBD2,phospholipase B domain containing 2,-1.09120024809079,0.0505464211669695,0.999774437519936,Not Significant
Q8NHQ9,DDX55,DEAD-box helicase 55,0.364324622152838,0.188929252662942,0.999774437519936,Not Significant
Q8NHU6,TDRD7,tudor domain containing 7,-0.00372849298271918,0.978778500752329,0.999774437519936,Not Significant
Q8NHV1,GIMAP7,"GTPase, IMAP family member 7",0.322806529255174,0.124709184353303,0.999774437519936,Not Significant
Q8NHV4,NEDD1,NEDD1 gamma-tubulin ring complex targeting factor,0.0210928088927351,0.930838959669201,0.999774437519936,Not Significant
Q8NHY2,COP1,COP1 E3 ubiquitin ligase,-0.558604315549209,0.463453305103924,0.999774437519936,Not Significant
Q8NI08,NCOA7,nuclear receptor coactivator 7,0.0306472859398543,0.863308210197649,0.999774437519936,Not Significant
Q8NI27,THOC2,THO complex subunit 2,0.0534896419104606,0.697780606065787,0.999774437519936,Not Significant
Q8NI36,WDR36,WD repeat domain 36,0.115173289027839,0.690175455772565,0.999774437519936,Not Significant
Q8NI37,PPTC7,protein phosphatase targeting COQ7,-0.0594665812296895,0.872387966252353,0.999774437519936,Not Significant
Q8NI60,COQ8A,coenzyme Q8A,0.191057604308465,0.579764584092849,0.999774437519936,Not Significant
Q8TA86,RP9,RP9 pre-mRNA splicing factor,-0.16189761132078,0.578643862440729,0.999774437519936,Not Significant
Q8TAD4,SLC30A5,solute carrier family 30 member 5,0.368191467155145,0.447644179930827,0.999774437519936,Not Significant
Q8TAD7,C12orf75,chromosome 12 open reading frame 75,-0.511165407931831,0.287017841009968,0.999774437519936,Not Significant
Q8TAD8,SNIP1,Smad nuclear interacting protein 1,-0.0565148084067807,0.719507441931675,0.999774437519936,Not Significant
Q8TAE8,GADD45GIP1,GADD45G interacting protein 1,0.38339289543573,0.524629705912965,0.999774437519936,Not Significant
Q8TAF3,WDR48,WD repeat domain 48,0.0957278527170678,0.868088253266324,0.999774437519936,Not Significant
Q8TAG9,EXOC6,exocyst complex component 6,0.313348192285252,0.433632581475234,0.999774437519936,Not Significant
Q8TAK5,GABPB2,GA binding protein transcription factor subunit beta 2,-0.051370968781217,0.78077584094602,0.999774437519936,Not Significant
Q8TAP9,MPLKIP,M-phase specific PLK1 interacting protein,-0.102038846772603,0.818837192717792,0.999774437519936,Not Significant
Q8TAQ2,SMARCC2,SWI/SNF related BAF chromatin remodeling complex subunit C2,0.126602679837575,0.428510982851744,0.999774437519936,Not Significant
Q8TAT6,NPLOC4,"NPL4 homolog, ubiquitin recognition factor",-0.0369013440951177,0.7994689465301,0.999774437519936,Not Significant
Q8TAV0,FAM76A,family with sequence similarity 76 member A,0.00925167064789497,0.954676641633419,0.999774437519936,Not Significant
Q8TB03,CXorf38,chromosome X open reading frame 38,0.15930845907459,0.498423953800669,0.999774437519936,Not Significant
Q8TB22,SPATA20,spermatogenesis associated 20,-0.00469963082600246,0.986980766477761,0.999774437519936,Not Significant
Q8TB24,RIN3,Ras and Rab interactor 3,0.131390136410333,0.708915840204385,0.999774437519936,Not Significant
Q8TB36,GDAP1,ganglioside induced differentiation associated protein 1,0.742108060898122,0.240073245778693,0.999774437519936,Not Significant
